year,character,index,region,security,avg.price,name,size,address,supply,people,rate,rank,sum,value,d.sub,d.hos,cut
2021 1차,청년매입,재공급,마포구,58.6,5079,진흥하임시티,22,서울특별시 마포구 성미산로 21(진흥하임시티),1,290,290,1순위,11,142800,180,970,31
2021 1차,청년매입,재공급,마포구,58.6,5079,진흥하임시티,22,서울특별시 마포구 성미산로 21(진흥하임시티),1,290,290,1순위,11,142800,180,970,31
2021 1차,청년매입,재공급,마포구,58.6,5079,진흥하임시티,22,서울특별시 마포구 성미산로 21(진흥하임시티),1,290,290,1순위,11,142800,180,970,31
2022 2차,청년매입,재공급,서초구,60.32,7772,동우빌라트 서초,29,"서울특별시 서초구 효령로46길 32-5 (서초동 1481-14, 동우빌라트 서초)",1,120,120,1순위,10,419700,650,510,30
2022 2차,청년매입,재공급,서초구,60.32,7772,동우빌라트 서초,29,"서울특별시 서초구 효령로46길 32-5 (서초동 1481-14, 동우빌라트 서초)",1,120,120,1순위,10,419700,650,510,30
2022 2차,청년매입,재공급,서초구,60.32,7772,동우빌라트 서초,29,"서울특별시 서초구 효령로46길 32-5 (서초동 1481-14, 동우빌라트 서초)",1,120,120,1순위,10,419700,650,510,30
2022 2차,역세권 청년,재공급,용산구,56.21,6006,용산베르디움프렌즈,19,용산구 한강로 2가 2-350,1,986,986,1순위 ,10,133000,150,120,30
2022 2차,역세권 청년,재공급,용산구,56.21,6006,용산베르디움프렌즈,19,용산구 한강로 2가 2-350,1,986,986,1순위 ,10,133000,150,120,30
2022 2차,역세권 청년,재공급,용산구,56.21,6006,용산베르디움프렌즈,19,용산구 한강로 2가 2-350,1,986,986,1순위 ,10,133000,150,120,30
2022 1차,청년매입,재공급,광진구,57.31,5095,더리치,27,"광진구 긴고랑로1길 35, 중곡동 235-22외",1,150,150,1순위,10,230100,600,710,30
2022 1차,청년매입,재공급,광진구,57.31,5095,더리치,27,"광진구 긴고랑로1길 35, 중곡동 235-22외",1,150,150,1순위,10,230100,600,710,30
2022 1차,청년매입,재공급,광진구,57.31,5095,더리치,27,"광진구 긴고랑로1길 35, 중곡동 235-22외",1,150,150,1순위,10,230100,600,710,30
2022 1차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 가동,55,"동대문구 천호대로89길 51, 장안동 445-3",1,283,283,1순위,10,262100,530,390,30
2022 1차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 나동,56,"동대문구 천호대로89길 51, 장안동 445-3",1,301,301,1순위,10,262100,530,390,30
2022 1차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 가동,55,"동대문구 천호대로89길 51, 장안동 445-3",1,283,283,1순위,10,262100,530,390,30
2022 1차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 나동,56,"동대문구 천호대로89길 51, 장안동 445-3",1,301,301,1순위,10,262100,530,390,30
2022 1차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 가동,55,"동대문구 천호대로89길 51, 장안동 445-3",1,283,283,1순위,10,262100,530,390,30
2022 1차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 나동,56,"동대문구 천호대로89길 51, 장안동 445-3",1,301,301,1순위,10,262100,530,390,30
2022 1차,청년매입,신규공급,마포구,58.6,5079,연남하이츠,49,"마포구 성미산로19길 78, 연남하이츠 (연남동 478-4)",1,142,142,1순위,10,557300,350,290,30
2022 1차,청년매입,신규공급,마포구,58.6,5079,연남하이츠,49,"마포구 성미산로19길 78, 연남하이츠 (연남동 478-4)",1,142,142,1순위,10,557300,350,290,30
2022 1차,청년매입,신규공급,마포구,58.6,5079,연남하이츠,49,"마포구 성미산로19길 78, 연남하이츠 (연남동 478-4)",1,142,142,1순위,10,557300,350,290,30
2022 1차,청년매입,신규공급,성북구,57.7,3716,인화빌5,39,"성북구 장월로28길 49, 인화빌5 (장위동 77-58외)",1,35,35,1순위,10,302800,300,210,30
2022 1차,청년매입,신규공급,성북구,57.7,3716,인화빌5,39,"성북구 장월로28길 49, 인화빌5 (장위동 77-58외)",1,35,35,1순위,10,302800,300,210,30
2022 1차,청년매입,신규공급,성북구,57.7,3716,인화빌5,39,"성북구 장월로28길 49, 인화빌5 (장위동 77-58외)",1,35,35,1순위,10,302800,300,210,30
2021 2차,청년매입,재공급,광진구,57.31,5095,자양에스하임11,30,"아차산로46가길 10-3, 자양동 218-9",1,117,117,1순위,10,228900,480,170,30
2021 2차,청년매입,재공급,광진구,57.31,5095,자양에스하임11,30,"아차산로46가길 10-3, 자양동 218-9",1,117,117,1순위,10,228900,480,170,30
2021 2차,청년매입,재공급,광진구,57.31,5095,자양에스하임11,30,"아차산로46가길 10-3, 자양동 218-9",1,117,117,1순위,10,228900,480,170,30
2021 2차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 나동,59,"천호대로89길 51, 장안동 445-3",1,112,112,1순위,10,299400,580,100,30
2021 2차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 나동,59,"천호대로89길 51, 장안동 445-3",1,112,112,1순위,10,299400,580,100,30
2021 2차,청년매입,재공급,동대문구,53.51,3871,더존에이스빌 나동,59,"천호대로89길 51, 장안동 445-3",1,112,112,1순위,10,299400,580,100,30
2021 1차,청년매입,재공급,성북구,57.7,3716,광진홈,17,서울특별시 성북구 솔샘로6가길 42(광진홈),1,54,54,1순위,10,76600,150,650,30
2021 1차,청년매입,재공급,성북구,57.7,3716,광진홈,17,서울특별시 성북구 솔샘로6가길 42(광진홈),1,54,54,1순위,10,76600,150,650,30
2021 1차,청년매입,재공급,성북구,57.7,3716,광진홈,17,서울특별시 성북구 솔샘로6가길 42(광진홈),1,54,54,1순위,10,76600,150,650,30
2022 2차,청년매입,신규공급,송파구,58.76,6161,,26,"서울특별시 송파구 가락로5길 13-15, 동명칭 없음 (석촌동 243-1)",6,184,30.7,1순위,9,352200,548,950,29
2022 2차,청년매입,신규공급,송파구,58.76,6161,,50,"서울특별시 송파구 가락로5길 13-15, 동명칭 없음 (석촌동 243-1)",2,374,187,1순위,9,312200,548,950,29
2022 2차,청년매입,신규공급,송파구,58.76,6161,,26,"서울특별시 송파구 가락로5길 13-15, 동명칭 없음 (석촌동 243-1)",6,184,30.7,1순위,9,352200,548,950,29
2022 2차,청년매입,신규공급,송파구,58.76,6161,,50,"서울특별시 송파구 가락로5길 13-15, 동명칭 없음 (석촌동 243-1)",2,374,187,1순위,9,312200,548,950,29
2022 2차,청년매입,신규공급,송파구,58.76,6161,,26,"서울특별시 송파구 가락로5길 13-15, 동명칭 없음 (석촌동 243-1)",6,184,30.7,1순위,9,352200,548,950,29
2022 2차,청년매입,신규공급,송파구,58.76,6161,,50,"서울특별시 송파구 가락로5길 13-15, 동명칭 없음 (석촌동 243-1)",2,374,187,1순위,9,312200,548,950,29
2022 1차,청년매입,재공급,노원구,55.3,3722,동원힐하스,21,"노원구 공릉로26길 28, 공릉동 645-16",1,108,108,1순위,9,81900,490,180,29
2022 1차,청년매입,재공급,노원구,55.3,3722,동원힐하스,21,"노원구 공릉로26길 28, 공릉동 645-16",1,108,108,1순위,9,81900,490,180,29
2022 1차,청년매입,재공급,노원구,55.3,3722,동원힐하스,21,"노원구 공릉로26길 28, 공릉동 645-16",1,108,108,1순위,9,81900,490,180,29
2022 1차,청년매입,신규공급,동작구,55.6,4811,성지파크빌,32,"동작구 남부순환로255길 16, 성지파크빌(사당동 303-42)",2,192,96,1순위,9,277500,510,1000,29
2022 1차,청년매입,신규공급,동작구,55.6,4811,성지파크빌,32,"동작구 남부순환로255길 16, 성지파크빌(사당동 303-42)",2,192,96,1순위,9,277500,510,1000,29
2022 1차,청년매입,신규공급,동작구,55.6,4811,성지파크빌,32,"동작구 남부순환로255길 16, 성지파크빌(사당동 303-42)",2,192,96,1순위,9,277500,510,1000,29
2022 1차,청년매입,신규공급,마포구,58.6,5079,드림하우징,32,"마포구 와우산로21길 31-19, 드림하우징 (서교동 364-13)",2,124,62,1순위,9,295000,280,120,29
2022 1차,청년매입,신규공급,마포구,58.6,5079,드림하우징,32,"마포구 와우산로21길 31-19, 드림하우징 (서교동 364-13)",2,124,62,1순위,9,295000,280,120,29
2022 1차,청년매입,신규공급,마포구,58.6,5079,드림하우징,32,"마포구 와우산로21길 31-19, 드림하우징 (서교동 364-13)",2,124,62,1순위,9,295000,280,120,29
2021 1차,청년매입,재공급,광진구,57.31,5095,자양에스하임11,29,서울특별시 광진구 아차산로 46가길 10-3(자양에스하임11),2,467,233.5,1순위,9,228900,480,170,29
2021 1차,청년매입,재공급,광진구,57.31,5095,자양에스하임11,29,서울특별시 광진구 아차산로 46가길 10-3(자양에스하임11),2,467,233.5,1순위,9,228900,480,170,29
2021 1차,청년매입,재공급,광진구,57.31,5095,자양에스하임11,29,서울특별시 광진구 아차산로 46가길 10-3(자양에스하임11),2,467,233.5,1순위,9,228900,480,170,29
2021 1차,청년매입,재공급,마포구,58.6,5079,대명파크뷰,29,서울특별시 마포구 포은로 91(대명파크뷰),2,537,268.5,1순위,9,184500,570,860,29
2021 1차,청년매입,재공급,마포구,58.6,5079,대명파크뷰,29,서울특별시 마포구 포은로 91(대명파크뷰),2,537,268.5,1순위,9,184500,570,860,29
2021 1차,청년매입,재공급,마포구,58.6,5079,대명파크뷰,29,서울특별시 마포구 포은로 91(대명파크뷰),2,537,268.5,1순위,9,184500,570,860,29
2022 2차,청년매입,신규공급,강남구,59.1,8432,희준빌,34,"서울특별시 강남구 논현로121길 35, 희준빌 (논현동 173-5)",2,420,210,1순위,8,420900,360,270,28
2022 2차,청년매입,신규공급,강남구,59.1,8432,희준빌,34,"서울특별시 강남구 논현로121길 35, 희준빌 (논현동 173-5)",2,420,210,1순위,8,420900,360,270,28
2022 2차,청년매입,신규공급,강남구,59.1,8432,희준빌,34,"서울특별시 강남구 논현로121길 35, 희준빌 (논현동 173-5)",2,420,210,1순위,8,420900,360,270,28
2022 2차,청년매입,신규공급,강동구,57.75,4686,Hwells PARK 천호1,43,"서울특별시 강동구 진황도로29길 35-3, Hwells PARK 천호1 (천호동 167-32)",1,500,500,1순위,8,294000,783,200,28
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,32,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",2,100,50,1순위,8,224000,440,610,28
2022 2차,청년매입,신규공급,강동구,57.75,4686,Hwells PARK 천호1,43,"서울특별시 강동구 진황도로29길 35-3, Hwells PARK 천호1 (천호동 167-32)",1,500,500,1순위,8,294000,783,200,28
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,32,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",2,100,50,1순위,8,224000,440,610,28
2022 2차,청년매입,신규공급,강동구,57.75,4686,Hwells PARK 천호1,43,"서울특별시 강동구 진황도로29길 35-3, Hwells PARK 천호1 (천호동 167-32)",1,500,500,1순위,8,294000,783,200,28
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,32,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",2,100,50,1순위,8,224000,440,610,28
2022 2차,청년매입,신규공급,관악구,52.54,3584,신림파크빌,44,"서울특별시 관악구 남부순환로155길 30, 신림파크빌 (신림동 505-10)",2,309,154.5,1순위,8,387500,550,270,28
2022 2차,청년매입,신규공급,관악구,52.54,3584,신림파크빌,44,"서울특별시 관악구 남부순환로155길 30, 신림파크빌 (신림동 505-10)",2,309,154.5,1순위,8,387500,550,270,28
2022 2차,청년매입,신규공급,관악구,52.54,3584,신림파크빌,44,"서울특별시 관악구 남부순환로155길 30, 신림파크빌 (신림동 505-10)",2,309,154.5,1순위,8,387500,550,270,28
2022 2차,청년매입,재공급,서초구,60.32,7772,서초파크타운 A동,25,"서울특별시 서초구 반포대로5길 64, 서초파크타운 A동 (서초동 1478-9)",1,115,115,1순위,8,372900,690,590,28
2022 2차,청년매입,재공급,서초구,60.32,7772,서초파크타운 A동,25,"서울특별시 서초구 반포대로5길 64, 서초파크타운 A동 (서초동 1478-9)",1,115,115,1순위,8,372900,690,590,28
2022 2차,청년매입,재공급,서초구,60.32,7772,서초파크타운 A동,25,"서울특별시 서초구 반포대로5길 64, 서초파크타운 A동 (서초동 1478-9)",1,115,115,1순위,8,372900,690,590,28
2022 2차,청년매입,신규공급,양천구,57.32,4963,T&K신정,39,"서울특별시 양천구 오목로38길 23-5, T&K신정 (신정동 960-21외)",1,42,42,1순위,8,396500,140,550,28
2022 2차,청년매입,신규공급,양천구,57.32,4963,T&K신정,46,"서울특별시 양천구 오목로38길 23-5, T&K신정 (신정동 960-21외)",1,98,98,1순위,8,466500,140,550,28
2022 2차,청년매입,신규공급,양천구,57.32,4963,T&K신정,39,"서울특별시 양천구 오목로38길 23-5, T&K신정 (신정동 960-21외)",1,42,42,1순위,8,396500,140,550,28
2022 2차,청년매입,신규공급,양천구,57.32,4963,T&K신정,46,"서울특별시 양천구 오목로38길 23-5, T&K신정 (신정동 960-21외)",1,98,98,1순위,8,466500,140,550,28
2022 2차,청년매입,신규공급,양천구,57.32,4963,T&K신정,39,"서울특별시 양천구 오목로38길 23-5, T&K신정 (신정동 960-21외)",1,42,42,1순위,8,396500,140,550,28
2022 2차,청년매입,신규공급,양천구,57.32,4963,T&K신정,46,"서울특별시 양천구 오목로38길 23-5, T&K신정 (신정동 960-21외)",1,98,98,1순위,8,466500,140,550,28
2022 2차,청년매입,신규공급,중랑구,51.41,3155,해마루빌리지,33,"서울특별시 중랑구 봉화산로2길 51, 해마루빌리지 (중화동 461)",1,140,140,1순위,8,193800,360,810,28
2022 2차,청년매입,신규공급,중랑구,51.41,3155,해마루빌리지,33,"서울특별시 중랑구 봉화산로2길 51, 해마루빌리지 (중화동 461)",1,140,140,1순위,8,193800,360,810,28
2022 2차,청년매입,신규공급,중랑구,51.41,3155,해마루빌리지,33,"서울특별시 중랑구 봉화산로2길 51, 해마루빌리지 (중화동 461)",1,140,140,1순위,8,193800,360,810,28
2022 2차,역세권 청년,재공급,강서구,55.68,4145,아임2030,15,강서구 등촌동 648-5,1,87,87,1순위 ,8,100000,140,250,28
2022 2차,역세권 청년,재공급,강서구,55.68,4145,아임2030,15,강서구 등촌동 648-5,1,87,87,1순위 ,8,100000,140,250,28
2022 2차,역세권 청년,재공급,강서구,55.68,4145,아임2030,15,강서구 등촌동 648-5,1,87,87,1순위 ,8,100000,140,250,28
2022 2차,역세권 청년,재공급,도봉구,53.69,3270,인히어 쌍문,17,쌍문동 103-6외 1필지,1,149,149,1순위 ,8,81000,300,90,28
2022 2차,역세권 청년,재공급,도봉구,53.69,3270,인히어 쌍문,17,쌍문동 103-6외 1필지,1,149,149,1순위 ,8,81000,300,90,28
2022 2차,역세권 청년,재공급,도봉구,53.69,3270,인히어 쌍문,17,쌍문동 103-6외 1필지,1,149,149,1순위 ,8,81000,300,90,28
2022 2차,역세권 청년,재공급,동대문구,53.51,3871,휘경제이스카이시티,26,동대문구 휘경동 192-1,1,400,400,1순위 ,8,218000,360,540,28
2022 2차,역세권 청년,재공급,동대문구,53.51,3871,휘경제이스카이시티,26,동대문구 휘경동 192-1,1,400,400,1순위 ,8,218000,360,540,28
2022 2차,역세권 청년,재공급,동대문구,53.51,3871,휘경제이스카이시티,26,동대문구 휘경동 192-1,1,400,400,1순위 ,8,218000,360,540,28
2022 1차,청년매입,재공급,서대문구,53.68,3759,제이씨아트빌 2차,26,"서대문구 명지대5길 13, 남가좌동 3-68",1,27,27,1순위,8,112100,500,1000,28
2022 1차,청년매입,재공급,서대문구,53.68,3759,제이씨아트빌 2차,26,"서대문구 명지대5길 13, 남가좌동 3-68",1,27,27,1순위,8,112100,500,1000,28
2022 1차,청년매입,재공급,서대문구,53.68,3759,제이씨아트빌 2차,26,"서대문구 명지대5길 13, 남가좌동 3-68",1,27,27,1순위,8,112100,500,1000,28
2022 1차,청년매입,신규공급,송파구,58.76,6161,꿈꾸지오,28,"송파구 송파대로47길 6, 꿈꾸지오 (석촌동 182-4)",5,346,69.2,1순위,8,354100,360,250,28
2022 1차,청년매입,신규공급,송파구,58.76,6161,꿈꾸지오,44,"송파구 송파대로47길 6, 꿈꾸지오 (석촌동 182-4)",2,905,452.5,1순위,8,454100,360,250,28
2022 1차,청년매입,신규공급,송파구,58.76,6161,꿈꾸지오,28,"송파구 송파대로47길 6, 꿈꾸지오 (석촌동 182-4)",5,346,69.2,1순위,8,354100,360,250,28
2022 1차,청년매입,신규공급,송파구,58.76,6161,꿈꾸지오,44,"송파구 송파대로47길 6, 꿈꾸지오 (석촌동 182-4)",2,905,452.5,1순위,8,454100,360,250,28
2022 1차,청년매입,신규공급,송파구,58.76,6161,꿈꾸지오,28,"송파구 송파대로47길 6, 꿈꾸지오 (석촌동 182-4)",5,346,69.2,1순위,8,354100,360,250,28
2022 1차,청년매입,신규공급,송파구,58.76,6161,꿈꾸지오,44,"송파구 송파대로47길 6, 꿈꾸지오 (석촌동 182-4)",2,905,452.5,1순위,8,454100,360,250,28
2022 1차,역세권 청년,신규공급,송파구,58.76,6161,잠실엘타워,16,송파구 잠실동 208-4,53,"5,553",104.8,1순위,8,408000,310,480,28
2022 1차,역세권 청년,신규공급,송파구,58.76,6161,잠실엘타워,16,송파구 잠실동 208-4,53,"5,553",104.8,1순위,8,408000,310,480,28
2022 1차,역세권 청년,신규공급,송파구,58.76,6161,잠실엘타워,16,송파구 잠실동 208-4,53,"5,553",104.8,1순위,8,408000,310,480,28
2021 2차,청년매입,신규공급,강남구,59.1,8432,백년빌 [33A],33,"논현로57길 39, 도곡동 547-2",2,241,120.5,1순위,8,324400,600,390,28
2021 2차,청년매입,신규공급,강남구,59.1,8432,백년빌 [33A],33,"논현로57길 39, 도곡동 547-2",2,241,120.5,1순위,8,324400,600,390,28
2021 2차,청년매입,신규공급,강남구,59.1,8432,백년빌 [33A],33,"논현로57길 39, 도곡동 547-2",2,241,120.5,1순위,8,324400,600,390,28
2021 1차,청년매입,재공급,광진구,57.31,5095,자양에스하임4,29,서울특별시 광진구 뚝섬로49길 60(자양에스하임4),2,396,198,1순위,8,198800,630,330,28
2021 1차,청년매입,재공급,광진구,57.31,5095,자양에스하임4,29,서울특별시 광진구 뚝섬로49길 60(자양에스하임4),2,396,198,1순위,8,198800,630,330,28
2021 1차,청년매입,재공급,광진구,57.31,5095,자양에스하임4,29,서울특별시 광진구 뚝섬로49길 60(자양에스하임4),2,396,198,1순위,8,198800,630,330,28
2021 1차,청년매입,재공급,금천구,52.17,2917,휴먼에코빌 4차,40,"서울특별시 금천구 독산로96길 27-6, B동(휴먼에코빌 4차)",3,205,68.3,1순위,8,381300,660,640,28
2021 1차,청년매입,재공급,금천구,52.17,2917,휴먼에코빌 4차,40,"서울특별시 금천구 독산로96길 27-6, B동(휴먼에코빌 4차)",3,205,68.3,1순위,8,381300,660,640,28
2021 1차,청년매입,재공급,금천구,52.17,2917,휴먼에코빌 4차,40,"서울특별시 금천구 독산로96길 27-6, B동(휴먼에코빌 4차)",3,205,68.3,1순위,8,381300,660,640,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,반포삼이하우스,29,서울특별시 서초구 주흥6길 33(반포삼이하우스),6,299,49.8,1순위,8,318300,340,230,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,반포삼이하우스,34,서울특별시 서초구 주흥6길 33(반포삼이하우스),6,920,153.3,1순위,8,358300,340,230,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,동우빌라트서초,35,서울특별시 서초구 효령로46길 32-5(동우빌라트서초),2,265,132.5,1순위,8,360100,670,550,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,반포삼이하우스,29,서울특별시 서초구 주흥6길 33(반포삼이하우스),6,299,49.8,1순위,8,318300,340,230,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,반포삼이하우스,34,서울특별시 서초구 주흥6길 33(반포삼이하우스),6,920,153.3,1순위,8,358300,340,230,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,동우빌라트서초,35,서울특별시 서초구 효령로46길 32-5(동우빌라트서초),2,265,132.5,1순위,8,360100,670,550,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,반포삼이하우스,29,서울특별시 서초구 주흥6길 33(반포삼이하우스),6,299,49.8,1순위,8,318300,340,230,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,반포삼이하우스,34,서울특별시 서초구 주흥6길 33(반포삼이하우스),6,920,153.3,1순위,8,358300,340,230,28
2021 1차,청년매입,신규공급,서초구,60.32,7772,동우빌라트서초,35,서울특별시 서초구 효령로46길 32-5(동우빌라트서초),2,265,132.5,1순위,8,360100,670,550,28
2021 1차,역세권 청년,신규공급,마포구,58.6,5079,홍대 크리원,18,마포구 상수동 355-2,2,"1,235",617.5,1순위,8,103000,320,500,28
2021 1차,역세권 청년,신규공급,마포구,58.6,5079,홍대 크리원,18,마포구 상수동 355-2,2,"1,235",617.5,1순위,8,103000,320,500,28
2021 1차,역세권 청년,신규공급,마포구,58.6,5079,홍대 크리원,18,마포구 상수동 355-2,2,"1,235",617.5,1순위,8,103000,320,500,28
2022 2차,청년매입,재공급,강남구,59.1,8432,백년빌,26,"서울특별시 강남구 도곡로18길 10, 백년빌 (도곡동 547-11)",2,200,100,1순위,7,332000,590,390,27
2022 2차,청년매입,재공급,강남구,59.1,8432,백년빌,26,"서울특별시 강남구 도곡로18길 10, 백년빌 (도곡동 547-11)",2,200,100,1순위,7,332000,590,390,27
2022 2차,청년매입,재공급,강남구,59.1,8432,백년빌,26,"서울특별시 강남구 도곡로18길 10, 백년빌 (도곡동 547-11)",2,200,100,1순위,7,332000,590,390,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,더클래스길동2,38,"서울특별시 강동구 천중로49가길 47, 더클래스길동2(길동 342-30)",1,23,23,1순위,7,360900,410,420,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,36,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",5,478,95.6,1순위,7,294000,440,610,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,40,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",2,172,86,1순위,7,334000,440,610,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,더클래스길동2,38,"서울특별시 강동구 천중로49가길 47, 더클래스길동2(길동 342-30)",1,23,23,1순위,7,360900,410,420,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,36,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",5,478,95.6,1순위,7,294000,440,610,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,40,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",2,172,86,1순위,7,334000,440,610,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,더클래스길동2,38,"서울특별시 강동구 천중로49가길 47, 더클래스길동2(길동 342-30)",1,23,23,1순위,7,360900,410,420,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,36,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",5,478,95.6,1순위,7,294000,440,610,27
2022 2차,청년매입,신규공급,강동구,57.75,4686,허브빌,40,"서울특별시 강동구 올림픽로98가길 31-6, 허브빌 (암사동 493-15)",2,172,86,1순위,7,334000,440,610,27
2022 2차,청년매입,신규공급,관악구,52.54,3584,신림파크빌,36,"서울특별시 관악구 남부순환로155길 30, 신림파크빌 (신림동 505-10)",5,375,75,1순위,7,337500,550,270,27
2022 2차,청년매입,신규공급,관악구,52.54,3584,신림파크빌,36,"서울특별시 관악구 남부순환로155길 30, 신림파크빌 (신림동 505-10)",5,375,75,1순위,7,337500,550,270,27
2022 2차,청년매입,신규공급,관악구,52.54,3584,신림파크빌,36,"서울특별시 관악구 남부순환로155길 30, 신림파크빌 (신림동 505-10)",5,375,75,1순위,7,337500,550,270,27
2022 2차,청년매입,신규공급,동대문구,53.51,3871,제이하우스,34,"서울특별시 동대문구 제기로6길 38, 제이하우스 (제기동 67-236)",2,173,86.5,1순위,7,220300,450,310,27
2022 2차,청년매입,신규공급,동대문구,53.51,3871,제이하우스,34,"서울특별시 동대문구 제기로6길 38, 제이하우스 (제기동 67-236)",2,173,86.5,1순위,7,220300,450,310,27
2022 2차,청년매입,신규공급,동대문구,53.51,3871,제이하우스,34,"서울특별시 동대문구 제기로6길 38, 제이하우스 (제기동 67-236)",2,173,86.5,1순위,7,220300,450,310,27
2022 2차,청년매입,신규공급,서대문구,53.68,3759,D&D house,29,"서울특별시 서대문구 연희로 168, D&D house (연희동 79-30)",19,1051,55.3,1순위,7,252800,210,460,27
2022 2차,청년매입,신규공급,서대문구,53.68,3759,D&D house,29,"서울특별시 서대문구 연희로 168, D&D house (연희동 79-30)",19,1051,55.3,1순위,7,252800,210,460,27
2022 2차,청년매입,신규공급,서대문구,53.68,3759,D&D house,29,"서울특별시 서대문구 연희로 168, D&D house (연희동 79-30)",19,1051,55.3,1순위,7,252800,210,460,27
2022 2차,청년매입,재공급,서초구,60.32,7772,반포삼이하우스,29,"서울특별시 서초구 주흥6길 33 (반포동 726-40, 반포삼이하우스)",1,174,174,1순위,7,318300,340,230,27
2022 2차,청년매입,재공급,서초구,60.32,7772,반포삼이하우스,29,"서울특별시 서초구 주흥6길 33 (반포동 726-40, 반포삼이하우스)",1,174,174,1순위,7,318300,340,230,27
2022 2차,청년매입,재공급,서초구,60.32,7772,반포삼이하우스,29,"서울특별시 서초구 주흥6길 33 (반포동 726-40, 반포삼이하우스)",1,174,174,1순위,7,318300,340,230,27
2022 2차,청년매입,재공급,성동구,57.7,5356,와이하우스,32,"서울특별시 성동구 자동차시장3길 93 (와이하우스, 용답동 238-5)",15,916,61.1,1순위,7,268600,350,250,27
2022 2차,청년매입,재공급,성동구,57.7,5356,와이하우스,32,"서울특별시 성동구 자동차시장3길 93 (와이하우스, 용답동 238-5)",15,916,61.1,1순위,7,268600,350,250,27
2022 2차,청년매입,재공급,성동구,57.7,5356,와이하우스,32,"서울특별시 성동구 자동차시장3길 93 (와이하우스, 용답동 238-5)",15,916,61.1,1순위,7,268600,350,250,27
2022 2차,청년매입,신규공급,송파구,58.76,6161,서도휴빌,26,"서울특별시 송파구 문정로5길 3-36, 서도휴빌 (문정동 13-7)",17,439,25.8,1순위,7,342200,550,510,27
2022 2차,청년매입,신규공급,송파구,58.76,6161,서도휴빌,33,"서울특별시 송파구 문정로5길 3-36, 서도휴빌 (문정동 13-7)",1,28,28,1순위,7,392200,550,510,27
2022 2차,청년매입,신규공급,송파구,58.76,6161,서도휴빌,26,"서울특별시 송파구 문정로5길 3-36, 서도휴빌 (문정동 13-7)",17,439,25.8,1순위,7,342200,550,510,27
2022 2차,청년매입,신규공급,송파구,58.76,6161,서도휴빌,33,"서울특별시 송파구 문정로5길 3-36, 서도휴빌 (문정동 13-7)",1,28,28,1순위,7,392200,550,510,27
2022 2차,청년매입,신규공급,송파구,58.76,6161,서도휴빌,26,"서울특별시 송파구 문정로5길 3-36, 서도휴빌 (문정동 13-7)",17,439,25.8,1순위,7,342200,550,510,27
2022 2차,청년매입,신규공급,송파구,58.76,6161,서도휴빌,33,"서울특별시 송파구 문정로5길 3-36, 서도휴빌 (문정동 13-7)",1,28,28,1순위,7,392200,550,510,27
2022 2차,청년매입,신규공급,영등포구,55.76,4871,남양파크빌,40,"서울특별시 영등포구 도림로48길 9, 남양파크빌 (대림동 700-28)",2,146,73,1순위,7,329700,440,190,27
2022 2차,청년매입,신규공급,영등포구,55.76,4871,남양파크빌,40,"서울특별시 영등포구 도림로48길 9, 남양파크빌 (대림동 700-28)",2,146,73,1순위,7,329700,440,190,27
