year,character,index,region,security,avg.price,name,size,address,supply,people,rate,rank,sum,value,d.sub,d.hos,cut
2022 1차,청년매입,재공급,강동구,57.75,4686,강동서영스윗홈,23,"강동구 천중로48길 9-13, 길동 349-9",1,40,40,2순위,5,276500,330,170,15
2022 1차,청년매입,신규공급,강동구,57.75,4686,더클래스천호1,29,"강동구 천중로29길 27, 더클래스천호1 (천호동 84-22외)",14,195,13.9,2순위,5,234600,520,510,15
2022 1차,청년매입,재공급,강동구,57.75,4686,강동서영스윗홈,23,"강동구 천중로48길 9-13, 길동 349-9",1,40,40,2순위,5,276500,330,170,15
2022 1차,청년매입,신규공급,강동구,57.75,4686,더클래스천호1,29,"강동구 천중로29길 27, 더클래스천호1 (천호동 84-22외)",14,195,13.9,2순위,5,234600,520,510,15
2022 1차,청년매입,신규공급,관악구,52.54,3584,STAY온-1,17,"관악구 남부순환로157길 3, STAY-온1 (신림동 507-20외)",23,296,12.9,2순위,5,169300,780,480,15
2022 1차,청년매입,신규공급,관악구,52.54,3584,STAY온-2,17,"관악구 남부순환로 1519, STAY-온2 (신림동 507-22)",16,175,10.9,2순위,5,171300,760,440,15
2022 1차,청년매입,신규공급,관악구,52.54,3584,STAY온-1,17,"관악구 남부순환로157길 3, STAY-온1 (신림동 507-20외)",23,296,12.9,2순위,5,169300,780,480,15
2022 1차,청년매입,신규공급,관악구,52.54,3584,STAY온-2,17,"관악구 남부순환로 1519, STAY-온2 (신림동 507-22)",16,175,10.9,2순위,5,171300,760,440,15
2022 1차,청년매입,신규공급,관악구,52.54,3584,STAY온-1,17,"관악구 남부순환로157길 3, STAY-온1 (신림동 507-20외)",23,296,12.9,2순위,5,169300,780,480,15
2022 1차,청년매입,신규공급,관악구,52.54,3584,STAY온-2,17,"관악구 남부순환로 1519, STAY-온2 (신림동 507-22)",16,175,10.9,2순위,5,171300,760,440,15
2022 1차,청년매입,신규공급,구로구,56.28,3594,석윤주택,25,"구로구 고척로21가길 2-9, 석윤주택 (개봉동 33-125)",5,42,8.4,2순위,5,231400,550,960,15
2022 1차,청년매입,신규공급,구로구,56.28,3594,석윤주택,29,"구로구 고척로21가길 2-9, 석윤주택 (개봉동 33-125)",1,12,12,2순위,5,331400,550,960,15
2022 1차,청년매입,신규공급,구로구,56.28,3594,석윤주택,25,"구로구 고척로21가길 2-9, 석윤주택 (개봉동 33-125)",5,42,8.4,2순위,5,231400,550,960,15
2022 1차,청년매입,신규공급,구로구,56.28,3594,석윤주택,29,"구로구 고척로21가길 2-9, 석윤주택 (개봉동 33-125)",1,12,12,2순위,5,331400,550,960,15
2022 1차,청년매입,신규공급,구로구,56.28,3594,석윤주택,25,"구로구 고척로21가길 2-9, 석윤주택 (개봉동 33-125)",5,42,8.4,2순위,5,231400,550,960,15
2022 1차,청년매입,신규공급,구로구,56.28,3594,석윤주택,29,"구로구 고척로21가길 2-9, 석윤주택 (개봉동 33-125)",1,12,12,2순위,5,331400,550,960,15
2022 1차,청년매입,신규공급,금천구,52.17,2917,신영,26,"금천구 범안로11길 60, 신영 오피스텔 (독산동 333-14)",168,"2,195",13.1,2순위,5,193700,280,750,15
2022 1차,청년매입,신규공급,금천구,52.17,2917,예인빌,24,"금천구 독산로64나길 12, 예인빌 (독산동 1040-43외)",13,102,7.8,2순위,5,319000,2000,720,15
2022 1차,청년매입,신규공급,금천구,52.17,2917,신영,26,"금천구 범안로11길 60, 신영 오피스텔 (독산동 333-14)",168,"2,195",13.1,2순위,5,193700,280,750,15
